image_path,description,game_id
image/20251218_161414#1123450#1.jpg,"Chicory: A Colorful Tale is a top-down adventure game set in a vibrant coloring book world, featuring indie and RPG elements. Players wield painting powers to explore the Picnic Province, solve puzzles by manipulating the environment with paint, and help over 100 animal characters. The narrative centers on Chicory, a missing artist whose disappearance has drained the land of color, tasking the player with taking up her brush. Gameplay includes unlocking new paint abilities to access new areas, extensive customization with collectible items, and over 10 hours of content with numerous side quests like mail delivery and art classes. Local co-op allows for collaborative painting. The game features audio design by Em Halberstadt and A Shell in the Pit, and an original soundtrack by Lena Raine.",1123450
image/20251218_161414#1123450#2.jpg,"Chicory: A Colorful Tale is a top-down adventure game set in a vibrant coloring book world, featuring indie and RPG elements. Players wield painting powers to explore the Picnic Province, solve puzzles by manipulating the environment with paint, and help over 100 animal characters. The narrative centers on Chicory, a missing artist whose disappearance has drained the land of color, tasking the player with taking up her brush. Gameplay includes unlocking new paint abilities to access new areas, extensive customization with collectible items, and over 10 hours of content with numerous side quests like mail delivery and art classes. Local co-op allows for collaborative painting. The game features audio design by Em Halberstadt and A Shell in the Pit, and an original soundtrack by Lena Raine.",1123450
image/20251218_161414#1123450#3.jpg,"Chicory: A Colorful Tale is a top-down adventure game set in a vibrant coloring book world, featuring indie and RPG elements. Players wield painting powers to explore the Picnic Province, solve puzzles by manipulating the environment with paint, and help over 100 animal characters. The narrative centers on Chicory, a missing artist whose disappearance has drained the land of color, tasking the player with taking up her brush. Gameplay includes unlocking new paint abilities to access new areas, extensive customization with collectible items, and over 10 hours of content with numerous side quests like mail delivery and art classes. Local co-op allows for collaborative painting. The game features audio design by Em Halberstadt and A Shell in the Pit, and an original soundtrack by Lena Raine.",1123450
image/20251218_161414#1123450#4.jpg,"Chicory: A Colorful Tale is a top-down adventure game set in a vibrant coloring book world, featuring indie and RPG elements. Players wield painting powers to explore the Picnic Province, solve puzzles by manipulating the environment with paint, and help over 100 animal characters. The narrative centers on Chicory, a missing artist whose disappearance has drained the land of color, tasking the player with taking up her brush. Gameplay includes unlocking new paint abilities to access new areas, extensive customization with collectible items, and over 10 hours of content with numerous side quests like mail delivery and art classes. Local co-op allows for collaborative painting. The game features audio design by Em Halberstadt and A Shell in the Pit, and an original soundtrack by Lena Raine.",1123450
image/20251218_161414#1123450#5.jpg,"Chicory: A Colorful Tale is a top-down adventure game set in a vibrant coloring book world, featuring indie and RPG elements. Players wield painting powers to explore the Picnic Province, solve puzzles by manipulating the environment with paint, and help over 100 animal characters. The narrative centers on Chicory, a missing artist whose disappearance has drained the land of color, tasking the player with taking up her brush. Gameplay includes unlocking new paint abilities to access new areas, extensive customization with collectible items, and over 10 hours of content with numerous side quests like mail delivery and art classes. Local co-op allows for collaborative painting. The game features audio design by Em Halberstadt and A Shell in the Pit, and an original soundtrack by Lena Raine.",1123450
image/20251218_161414#1147860#1.jpg,"UFO 50 is a collection of fifty distinct single and multiplayer games, developed by the creators of Spelunky, Downwell, and Catacomb Kids, featuring a diverse range of genres including action, adventure, RPG, and strategy. This indie title combines a familiar 8-bit aesthetic with modern game design, offering complete gaming experiences rather than mere minigames, with some titles being expansive open-world adventures or lengthy JRPGs. The collection is presented as games created by a fictional, ahead-of-its-time 80s video game company, with some games sharing a connected universe and recurring characters. All fifty games are accessible from the start, inspired by retro multicarts and game libraries, allowing players to explore different titles at their leisure. UFO 50 maintains an authentic 8-bit presentation with a unique 32-color palette while incorporating modern gameplay innovations. Approximately half of the games include local multiplayer options for co-op and versus modes, supporting competitive play in titles like strategy games and fighting games, or cooperative challenges in arcade-style experiences. Examples within the collection include Campanella 2, a procedurally generated adventure; Quibble Race, a sci-fi betting and bluffing game; Pingolf, a blend of golf and pinball; Seaside Drive, a car-based shoot 'em up; and Grimstone, a streamlined JRPG set in the American Wild West.",1147860
image/20251218_161414#1147860#2.jpg,"UFO 50 is a collection of fifty distinct single and multiplayer games, developed by the creators of Spelunky, Downwell, and Catacomb Kids, featuring a diverse range of genres including action, adventure, RPG, and strategy. This indie title combines a familiar 8-bit aesthetic with modern game design, offering complete gaming experiences rather than mere minigames, with some titles being expansive open-world adventures or lengthy JRPGs. The collection is presented as games created by a fictional, ahead-of-its-time 80s video game company, with some games sharing a connected universe and recurring characters. All fifty games are accessible from the start, inspired by retro multicarts and game libraries, allowing players to explore different titles at their leisure. UFO 50 maintains an authentic 8-bit presentation with a unique 32-color palette while incorporating modern gameplay innovations. Approximately half of the games include local multiplayer options for co-op and versus modes, supporting competitive play in titles like strategy games and fighting games, or cooperative challenges in arcade-style experiences. Examples within the collection include Campanella 2, a procedurally generated adventure; Quibble Race, a sci-fi betting and bluffing game; Pingolf, a blend of golf and pinball; Seaside Drive, a car-based shoot 'em up; and Grimstone, a streamlined JRPG set in the American Wild West.",1147860
image/20251218_161414#1147860#3.jpg,"UFO 50 is a collection of fifty distinct single and multiplayer games, developed by the creators of Spelunky, Downwell, and Catacomb Kids, featuring a diverse range of genres including action, adventure, RPG, and strategy. This indie title combines a familiar 8-bit aesthetic with modern game design, offering complete gaming experiences rather than mere minigames, with some titles being expansive open-world adventures or lengthy JRPGs. The collection is presented as games created by a fictional, ahead-of-its-time 80s video game company, with some games sharing a connected universe and recurring characters. All fifty games are accessible from the start, inspired by retro multicarts and game libraries, allowing players to explore different titles at their leisure. UFO 50 maintains an authentic 8-bit presentation with a unique 32-color palette while incorporating modern gameplay innovations. Approximately half of the games include local multiplayer options for co-op and versus modes, supporting competitive play in titles like strategy games and fighting games, or cooperative challenges in arcade-style experiences. Examples within the collection include Campanella 2, a procedurally generated adventure; Quibble Race, a sci-fi betting and bluffing game; Pingolf, a blend of golf and pinball; Seaside Drive, a car-based shoot 'em up; and Grimstone, a streamlined JRPG set in the American Wild West.",1147860
image/20251218_161414#1147860#4.jpg,"UFO 50 is a collection of fifty distinct single and multiplayer games, developed by the creators of Spelunky, Downwell, and Catacomb Kids, featuring a diverse range of genres including action, adventure, RPG, and strategy. This indie title combines a familiar 8-bit aesthetic with modern game design, offering complete gaming experiences rather than mere minigames, with some titles being expansive open-world adventures or lengthy JRPGs. The collection is presented as games created by a fictional, ahead-of-its-time 80s video game company, with some games sharing a connected universe and recurring characters. All fifty games are accessible from the start, inspired by retro multicarts and game libraries, allowing players to explore different titles at their leisure. UFO 50 maintains an authentic 8-bit presentation with a unique 32-color palette while incorporating modern gameplay innovations. Approximately half of the games include local multiplayer options for co-op and versus modes, supporting competitive play in titles like strategy games and fighting games, or cooperative challenges in arcade-style experiences. Examples within the collection include Campanella 2, a procedurally generated adventure; Quibble Race, a sci-fi betting and bluffing game; Pingolf, a blend of golf and pinball; Seaside Drive, a car-based shoot 'em up; and Grimstone, a streamlined JRPG set in the American Wild West.",1147860
image/20251218_161414#1147860#5.jpg,"UFO 50 is a collection of fifty distinct single and multiplayer games, developed by the creators of Spelunky, Downwell, and Catacomb Kids, featuring a diverse range of genres including action, adventure, RPG, and strategy. This indie title combines a familiar 8-bit aesthetic with modern game design, offering complete gaming experiences rather than mere minigames, with some titles being expansive open-world adventures or lengthy JRPGs. The collection is presented as games created by a fictional, ahead-of-its-time 80s video game company, with some games sharing a connected universe and recurring characters. All fifty games are accessible from the start, inspired by retro multicarts and game libraries, allowing players to explore different titles at their leisure. UFO 50 maintains an authentic 8-bit presentation with a unique 32-color palette while incorporating modern gameplay innovations. Approximately half of the games include local multiplayer options for co-op and versus modes, supporting competitive play in titles like strategy games and fighting games, or cooperative challenges in arcade-style experiences. Examples within the collection include Campanella 2, a procedurally generated adventure; Quibble Race, a sci-fi betting and bluffing game; Pingolf, a blend of golf and pinball; Seaside Drive, a car-based shoot 'em up; and Grimstone, a streamlined JRPG set in the American Wild West.",1147860
image/20251218_161414#1158310#1.jpg,"Crusader Kings III is a grand strategy role-playing simulation game set in a meticulously researched medieval world, where players lead their noble house through generations. The game emphasizes strategic planning beyond warfare, incorporating diplomatic skill, realm mastery, and cunning as essential tools for establishing and expanding a dynasty, with gameplay spanning from 867 or 1066 across a vast map from Nordic lands to Africa and Burma. Player characters, each with unique traits and lifestyle choices, can romance, betray, or influence historical figures within a simulated world populated by various social classes, while the lineage continues through playable heirs. Players customize rulers and their noble houses, govern evolving realms, and face challenges from rivals and internal threats, utilizing tactics like espionage, seduction, and military force, including men-at-arms and knights, to achieve their goals, all while navigating religious powers and cultural innovations. The experience offers thousands of dynamic events and life-altering decisions, providing diverse paths to securing a legacy. Genres include RPG, simulation, and strategy.",1158310
image/20251218_161414#1158310#2.jpg,"Crusader Kings III is a grand strategy role-playing simulation game set in a meticulously researched medieval world, where players lead their noble house through generations. The game emphasizes strategic planning beyond warfare, incorporating diplomatic skill, realm mastery, and cunning as essential tools for establishing and expanding a dynasty, with gameplay spanning from 867 or 1066 across a vast map from Nordic lands to Africa and Burma. Player characters, each with unique traits and lifestyle choices, can romance, betray, or influence historical figures within a simulated world populated by various social classes, while the lineage continues through playable heirs. Players customize rulers and their noble houses, govern evolving realms, and face challenges from rivals and internal threats, utilizing tactics like espionage, seduction, and military force, including men-at-arms and knights, to achieve their goals, all while navigating religious powers and cultural innovations. The experience offers thousands of dynamic events and life-altering decisions, providing diverse paths to securing a legacy. Genres include RPG, simulation, and strategy.",1158310
image/20251218_161415#1158310#3.jpg,"Crusader Kings III is a grand strategy role-playing simulation game set in a meticulously researched medieval world, where players lead their noble house through generations. The game emphasizes strategic planning beyond warfare, incorporating diplomatic skill, realm mastery, and cunning as essential tools for establishing and expanding a dynasty, with gameplay spanning from 867 or 1066 across a vast map from Nordic lands to Africa and Burma. Player characters, each with unique traits and lifestyle choices, can romance, betray, or influence historical figures within a simulated world populated by various social classes, while the lineage continues through playable heirs. Players customize rulers and their noble houses, govern evolving realms, and face challenges from rivals and internal threats, utilizing tactics like espionage, seduction, and military force, including men-at-arms and knights, to achieve their goals, all while navigating religious powers and cultural innovations. The experience offers thousands of dynamic events and life-altering decisions, providing diverse paths to securing a legacy. Genres include RPG, simulation, and strategy.",1158310
image/20251218_161415#1158310#4.jpg,"Crusader Kings III is a grand strategy role-playing simulation game set in a meticulously researched medieval world, where players lead their noble house through generations. The game emphasizes strategic planning beyond warfare, incorporating diplomatic skill, realm mastery, and cunning as essential tools for establishing and expanding a dynasty, with gameplay spanning from 867 or 1066 across a vast map from Nordic lands to Africa and Burma. Player characters, each with unique traits and lifestyle choices, can romance, betray, or influence historical figures within a simulated world populated by various social classes, while the lineage continues through playable heirs. Players customize rulers and their noble houses, govern evolving realms, and face challenges from rivals and internal threats, utilizing tactics like espionage, seduction, and military force, including men-at-arms and knights, to achieve their goals, all while navigating religious powers and cultural innovations. The experience offers thousands of dynamic events and life-altering decisions, providing diverse paths to securing a legacy. Genres include RPG, simulation, and strategy.",1158310
image/20251218_161415#1158310#5.jpg,"Crusader Kings III is a grand strategy role-playing simulation game set in a meticulously researched medieval world, where players lead their noble house through generations. The game emphasizes strategic planning beyond warfare, incorporating diplomatic skill, realm mastery, and cunning as essential tools for establishing and expanding a dynasty, with gameplay spanning from 867 or 1066 across a vast map from Nordic lands to Africa and Burma. Player characters, each with unique traits and lifestyle choices, can romance, betray, or influence historical figures within a simulated world populated by various social classes, while the lineage continues through playable heirs. Players customize rulers and their noble houses, govern evolving realms, and face challenges from rivals and internal threats, utilizing tactics like espionage, seduction, and military force, including men-at-arms and knights, to achieve their goals, all while navigating religious powers and cultural innovations. The experience offers thousands of dynamic events and life-altering decisions, providing diverse paths to securing a legacy. Genres include RPG, simulation, and strategy.",1158310
image/20251218_161415#1163060#1.jpg,"The Making of Karateka is an interactive documentary from Digital Eclipse that explores the creation of Jordan Mechner's seminal 1984 action game, Karateka. The experience provides an exhaustive archive of design documents, playable prototypes, and video features, allowing users to navigate the development history of this groundbreaking title, which pioneered cinematic scenes, rotoscoped animation, and original soundtracks. Players can experience pixel-perfect versions of the original Karateka games, alongside never-before-seen early prototypes and remastered versions including Karateka Remastered and the twin-stick shooter Deathbounce: Rebounded, all enhanced with modern quality-of-life features. This Gold Master Series release offers insight into the making of a legendary creator's early work and its lasting influence on the gaming landscape.",1163060
image/20251218_161415#1163060#2.jpg,"The Making of Karateka is an interactive documentary from Digital Eclipse that explores the creation of Jordan Mechner's seminal 1984 action game, Karateka. The experience provides an exhaustive archive of design documents, playable prototypes, and video features, allowing users to navigate the development history of this groundbreaking title, which pioneered cinematic scenes, rotoscoped animation, and original soundtracks. Players can experience pixel-perfect versions of the original Karateka games, alongside never-before-seen early prototypes and remastered versions including Karateka Remastered and the twin-stick shooter Deathbounce: Rebounded, all enhanced with modern quality-of-life features. This Gold Master Series release offers insight into the making of a legendary creator's early work and its lasting influence on the gaming landscape.",1163060
image/20251218_161415#1163060#3.jpg,"The Making of Karateka is an interactive documentary from Digital Eclipse that explores the creation of Jordan Mechner's seminal 1984 action game, Karateka. The experience provides an exhaustive archive of design documents, playable prototypes, and video features, allowing users to navigate the development history of this groundbreaking title, which pioneered cinematic scenes, rotoscoped animation, and original soundtracks. Players can experience pixel-perfect versions of the original Karateka games, alongside never-before-seen early prototypes and remastered versions including Karateka Remastered and the twin-stick shooter Deathbounce: Rebounded, all enhanced with modern quality-of-life features. This Gold Master Series release offers insight into the making of a legendary creator's early work and its lasting influence on the gaming landscape.",1163060
image/20251218_161415#1163060#4.jpg,"The Making of Karateka is an interactive documentary from Digital Eclipse that explores the creation of Jordan Mechner's seminal 1984 action game, Karateka. The experience provides an exhaustive archive of design documents, playable prototypes, and video features, allowing users to navigate the development history of this groundbreaking title, which pioneered cinematic scenes, rotoscoped animation, and original soundtracks. Players can experience pixel-perfect versions of the original Karateka games, alongside never-before-seen early prototypes and remastered versions including Karateka Remastered and the twin-stick shooter Deathbounce: Rebounded, all enhanced with modern quality-of-life features. This Gold Master Series release offers insight into the making of a legendary creator's early work and its lasting influence on the gaming landscape.",1163060
image/20251218_161415#1163060#5.jpg,"The Making of Karateka is an interactive documentary from Digital Eclipse that explores the creation of Jordan Mechner's seminal 1984 action game, Karateka. The experience provides an exhaustive archive of design documents, playable prototypes, and video features, allowing users to navigate the development history of this groundbreaking title, which pioneered cinematic scenes, rotoscoped animation, and original soundtracks. Players can experience pixel-perfect versions of the original Karateka games, alongside never-before-seen early prototypes and remastered versions including Karateka Remastered and the twin-stick shooter Deathbounce: Rebounded, all enhanced with modern quality-of-life features. This Gold Master Series release offers insight into the making of a legendary creator's early work and its lasting influence on the gaming landscape.",1163060
image/20251218_161415#1174180#1.jpg,"Red Dead Redemption 2 is an action-adventure game set in America, 1899, where players assume the role of Arthur Morgan and the Van der Linde Gang, outlaws pursued by federal agents and bounty hunters. The narrative focuses on their struggle for survival across the rugged heartland, involving robbery, theft, and combat, while Arthur confronts internal divisions within the gang and the choice between personal ideals and loyalty. The game includes Red Dead Online, a multiplayer component set within the same world, offering players the opportunity to ride solo or form posses, engage in activities like running moonshine, and battle various adversaries, including lawmen, outlaw gangs, and wild animals, as they forge their own path on the American frontier. Genres include action and adventure.",1174180
image/20251218_161415#1174180#2.jpg,"Red Dead Redemption 2 is an action-adventure game set in America, 1899, where players assume the role of Arthur Morgan and the Van der Linde Gang, outlaws pursued by federal agents and bounty hunters. The narrative focuses on their struggle for survival across the rugged heartland, involving robbery, theft, and combat, while Arthur confronts internal divisions within the gang and the choice between personal ideals and loyalty. The game includes Red Dead Online, a multiplayer component set within the same world, offering players the opportunity to ride solo or form posses, engage in activities like running moonshine, and battle various adversaries, including lawmen, outlaw gangs, and wild animals, as they forge their own path on the American frontier. Genres include action and adventure.",1174180
image/20251218_161415#1174180#3.jpg,"Red Dead Redemption 2 is an action-adventure game set in America, 1899, where players assume the role of Arthur Morgan and the Van der Linde Gang, outlaws pursued by federal agents and bounty hunters. The narrative focuses on their struggle for survival across the rugged heartland, involving robbery, theft, and combat, while Arthur confronts internal divisions within the gang and the choice between personal ideals and loyalty. The game includes Red Dead Online, a multiplayer component set within the same world, offering players the opportunity to ride solo or form posses, engage in activities like running moonshine, and battle various adversaries, including lawmen, outlaw gangs, and wild animals, as they forge their own path on the American frontier. Genres include action and adventure.",1174180
image/20251218_161415#1174180#4.jpg,"Red Dead Redemption 2 is an action-adventure game set in America, 1899, where players assume the role of Arthur Morgan and the Van der Linde Gang, outlaws pursued by federal agents and bounty hunters. The narrative focuses on their struggle for survival across the rugged heartland, involving robbery, theft, and combat, while Arthur confronts internal divisions within the gang and the choice between personal ideals and loyalty. The game includes Red Dead Online, a multiplayer component set within the same world, offering players the opportunity to ride solo or form posses, engage in activities like running moonshine, and battle various adversaries, including lawmen, outlaw gangs, and wild animals, as they forge their own path on the American frontier. Genres include action and adventure.",1174180
image/20251218_161415#1174180#5.jpg,"Red Dead Redemption 2 is an action-adventure game set in America, 1899, where players assume the role of Arthur Morgan and the Van der Linde Gang, outlaws pursued by federal agents and bounty hunters. The narrative focuses on their struggle for survival across the rugged heartland, involving robbery, theft, and combat, while Arthur confronts internal divisions within the gang and the choice between personal ideals and loyalty. The game includes Red Dead Online, a multiplayer component set within the same world, offering players the opportunity to ride solo or form posses, engage in activities like running moonshine, and battle various adversaries, including lawmen, outlaw gangs, and wild animals, as they forge their own path on the American frontier. Genres include action and adventure.",1174180
image/20251218_161415#12120#1.jpg,"Grand Theft Auto: San Andreas is an action game set in the early 1990s, five years after Carl Johnson left Los Santos, San Andreas, a city plagued by gang conflict, substance abuse, and systemic corruption, where affluent individuals evade criminal elements. Upon returning home due to his mother's murder and his family's disintegration, Johnson is framed for homicide by corrupt law enforcement officers. This forces him into a state-wide journey across San Andreas to protect his family and assert dominance over the streets.",12120
image/20251218_161415#12120#2.jpg,"Grand Theft Auto: San Andreas is an action game set in the early 1990s, five years after Carl Johnson left Los Santos, San Andreas, a city plagued by gang conflict, substance abuse, and systemic corruption, where affluent individuals evade criminal elements. Upon returning home due to his mother's murder and his family's disintegration, Johnson is framed for homicide by corrupt law enforcement officers. This forces him into a state-wide journey across San Andreas to protect his family and assert dominance over the streets.",12120
image/20251218_161415#12120#3.jpg,"Grand Theft Auto: San Andreas is an action game set in the early 1990s, five years after Carl Johnson left Los Santos, San Andreas, a city plagued by gang conflict, substance abuse, and systemic corruption, where affluent individuals evade criminal elements. Upon returning home due to his mother's murder and his family's disintegration, Johnson is framed for homicide by corrupt law enforcement officers. This forces him into a state-wide journey across San Andreas to protect his family and assert dominance over the streets.",12120
image/20251218_161415#12120#4.jpg,"Grand Theft Auto: San Andreas is an action game set in the early 1990s, five years after Carl Johnson left Los Santos, San Andreas, a city plagued by gang conflict, substance abuse, and systemic corruption, where affluent individuals evade criminal elements. Upon returning home due to his mother's murder and his family's disintegration, Johnson is framed for homicide by corrupt law enforcement officers. This forces him into a state-wide journey across San Andreas to protect his family and assert dominance over the streets.",12120
image/20251218_161415#12120#5.jpg,"Grand Theft Auto: San Andreas is an action game set in the early 1990s, five years after Carl Johnson left Los Santos, San Andreas, a city plagued by gang conflict, substance abuse, and systemic corruption, where affluent individuals evade criminal elements. Upon returning home due to his mother's murder and his family's disintegration, Johnson is framed for homicide by corrupt law enforcement officers. This forces him into a state-wide journey across San Andreas to protect his family and assert dominance over the streets.",12120
image/20251218_161415#1245620#1.jpg,"ELDEN RING is a fantasy action RPG set in the expansive and mysterious Lands Between, a vast continent featuring seamlessly connected open fields and complex, three-dimensional dungeons. Players assume the role of a Tarnished, guided by grace to wield the power of the Elden Ring and become an Elden Lord. The game emphasizes challenging combat with deep mastery potential, encouraging players to balance attacking and dodging, utilize a variety of weapons, spells, and summons, and exploit opponent weaknesses. Character customization is extensive, allowing players to develop their avatar according to diverse playstyles, from direct confrontation to stealth and spellcasting, through combinations of equipment and magic. The narrative, born from mythology co-created by George R. R. Martin, presents a rich, multilayered story with intersecting character goals. ELDEN RING also features robust online multiplayer, enabling cooperative play with up to two other Tarnished or engaging in competitive player-versus-player combat through invasions, duels, and arena battles.",1245620
image/20251218_161415#1245620#2.jpg,"ELDEN RING is a fantasy action RPG set in the expansive and mysterious Lands Between, a vast continent featuring seamlessly connected open fields and complex, three-dimensional dungeons. Players assume the role of a Tarnished, guided by grace to wield the power of the Elden Ring and become an Elden Lord. The game emphasizes challenging combat with deep mastery potential, encouraging players to balance attacking and dodging, utilize a variety of weapons, spells, and summons, and exploit opponent weaknesses. Character customization is extensive, allowing players to develop their avatar according to diverse playstyles, from direct confrontation to stealth and spellcasting, through combinations of equipment and magic. The narrative, born from mythology co-created by George R. R. Martin, presents a rich, multilayered story with intersecting character goals. ELDEN RING also features robust online multiplayer, enabling cooperative play with up to two other Tarnished or engaging in competitive player-versus-player combat through invasions, duels, and arena battles.",1245620
